,VisitID,Site.Name,Date,month,day,year,julian.day,prePost,cycle,Start.Time,End.Time,Total.Net.Sets,Total.Bats.Captured,Net.area,batsPUE,species,repro,bats,wns,wnsprop
7052,668,E,8/3/2014,8,3,2014,212,3,3,21:00,2:00,3,28,97.8,0.0204499,MYSO,L,0,3,3
7053,669,H,8/4/2014,8,4,2014,213,3,3,20:51,2:00,2,3,90,0.006472491,MYSO,L,0,3,3
7054,671,I,8/7/2014,8,7,2014,216,3,3,20:53,2:00,4,15,225,0.007817589,MYSO,L,0,3,3
7055,673,J,8/9/2014,8,9,2014,218,3,3,21:00,2:00,2,9,162,0.009876544,MYSO,L,0,3,3
7056,1,A,5/21/2012,5,21,2012,140,3,1,20:53,1:15,3,8,270,0.000848176,MYSO,NR,1,3,0.8
7057,2,K,5/18/2012,5,18,2012,137,3,1,20:33,1:50,3,9,189,0.00500726,MYSO,NR,0,3,0.8
7058,3,H,5/17/2012,5,17,2012,136,3,1,20:45,1:30,3,3,518.4,0,MYSO,NR,0,3,0.8
7059,4,B,5/29/2012,5,29,2012,148,3,1,20:50,2:02,3,8,144,0.00400641,MYSO,NR,0,3,0.8
7060,5,C,5/30/2012,5,30,2012,149,3,1,20:45,1:35,3,8,144,0.00718391,MYSO,NR,0,3,0.8
7061,6,F,6/5/2012,6,5,2012,154,3,1,21:04,1:10,4,2,198,0,MYSO,NR,0,3,0.8
7062,7,E,6/3/2012,6,3,2012,152,3,1,20:52,2:00,3,27,486,0.005210842,MYSO,NR,0,3,0.8
7063,8,D,6/4/2012,6,4,2012,153,3,1,21:00,1:30,3,2,144,0,MYSO,NR,0,3,0.8
7064,9,I,6/10/2012,6,10,2012,159,3,1,21:15,1:10,5,2,180,0.00283688,MYSO,NR,0,3,0.8
7065,10,J,6/6/2012,6,6,2012,155,3,1,21:12,1:00,4,5,198,0.0066454,MYSO,NR,0,3,0.8
7066,14,F,6/18/2012,6,18,2012,167,3,2,21:15,1:30,4,10,216,0.00653595,MYSO,NR,0,3,0.8
7067,15,D,6/19/2012,6,19,2012,168,3,2,21:15,2:00,4,15,225,0.004678365,MYSO,NR,0,3,0.8
7068,16,H,6/26/2012,6,26,2012,175,3,2,21:00,2:00,5,16,162,0.011111112,MYSO,NR,0,3,0.8
7069,17,E,7/1/2012,7,1,2012,180,3,2,21:19,2:04,3,49,162,0.03638726,MYSO,NR,0,3,0.8
7070,18,A,7/2/2012,7,2,2012,181,3,2,21:20,2:00,3,20,162,0.009259257,MYSO,NR,0,3,0.8
7071,19,C,7/3/2012,7,3,2012,182,3,2,21:15,1:10,3,14,189,0.01350895,MYSO,NR,0,3,0.8
7072,21,K,7/4/2012,7,4,2012,183,3,2,21:20,2:00,4,36,171,0.038847123,MYSO,NR,0,3,0.8
7073,22,I,7/9/2012,7,9,2012,188,3,2,21:20,2:00,4,17,216,0.011904756,MYSO,NR,0,3,0.8
7074,28,B,7/12/2012,7,12,2012,191,3,2,21:25,2:00,3,6,171,0.002551834,MYSO,NR,0,3,0.8
7075,29,I,7/17/2012,7,17,2012,196,3,3,21:10,1:54,4,10,216,0.007824728,MYSO,NR,0,3,0.8
7076,31,J,7/11/2012,7,11,2012,190,3,2,21:15,1:55,4,5,225,0.003809524,MYSO,NR,0,3,0.8
7077,32,H,7/15/2012,7,15,2012,194,3,3,21:02,2:00,5,22,162,0.019885664,MYSO,NR,0,3,0.8
7078,33,K,7/16/2012,7,16,2012,195,3,3,21:15,2:05,4,30,198,0.024033436,MYSO,NR,0,3,0.8
7079,37,A,7/23/2012,7,23,2012,202,3,3,21:15,2:00,3,13,162,0.00779727,MYSO,NR,0,3,0.8
7080,38,C,7/24/2012,7,24,2012,203,3,3,21:10,2:00,3,9,189,0.002189382,MYSO,NR,0,3,0.8
7081,40,J,7/26/2012,7,26,2012,205,3,3,21:15,2:00,4,8,169.8,0.007439094,MYSO,NR,0,3,0.8
7082,41,B,7/29/2012,7,29,2012,208,3,3,21:00,1:35,3,2,162,0,MYSO,NR,0,3,0.8
7083,42,D,7/30/2012,7,30,2012,209,3,3,20:50,2:00,4,11,216,0.002688171,MYSO,NR,0,3,0.8
7084,43,F,7/31/2012,7,31,2012,210,3,3,21:00,1:35,4,6,216,0.003030303,MYSO,NR,0,3,0.8
7085,44,E,8/1/2012,8,1,2012,210,3,3,20:50,2:00,3,30,162,0.016726402,MYSO,NR,0,3,0.8
7086,45,J,5/18/2013,5,18,2013,137,3,1,21:24,2:05,2,1,108,0.001977066,MYSO,NR,0,3,0.95
7087,46,K,5/20/2013,5,20,2013,139,3,1,21:05,2:00,2,2,90,0.004519774,MYSO,NR,0,3,0.95
7088,47,I,5/18/2013,5,18,2013,137,3,1,21:00,2:00,3,0,180,0,MYSO,NR,0,3,0.95
7089,50,F,5/22/2013,5,22,2013,141,3,1,21:15,2:00,3,0,198,0,MYSO,NR,0,3,0.95
7090,52,E,5/28/2013,5,28,2013,147,3,1,21:12,2:00,3,17,144,0.008680554,MYSO,NR,0,3,0.95
7091,53,A,5/29/2013,5,29,2013,148,3,1,21:08,2:00,1,5,108,0.00951294,MYSO,NR,0,3,0.95
7092,54,B,5/31/2013,5,31,2013,150,3,1,21:00,1:00,1,1,108,0,MYSO,NR,0,3,0.95
7093,55,C,6/2/2013,6,2,2013,151,3,1,21:30,0:44,1,0,108,0,MYSO,NR,0,3,0.95
7094,56,D,6/5/2013,6,5,2013,154,3,1,21:18,2:00,3,3,162,0.00131337,MYSO,NR,0,3,0.95
7095,61,H,6/11/2013,6,11,2013,160,3,1,21:25,2:00,2,5,162,0.006734005,MYSO,NR,0,3,0.95
7096,62,B,6/19/2013,6,19,2013,168,3,2,21:15,2:00,1,1,108,0.001949318,MYSO,NR,0,3,0.95
7097,63,K,6/20/2013,6,20,2013,169,3,2,21:30,2:00,2,4,72,0.01234568,MYSO,NR,0,3,0.95
7098,64,C,6/24/2013,6,24,2013,173,3,2,21:20,2:00,4,2,162,0,MYSO,NR,0,3,0.95
7099,65,A,6/24/2013,6,24,2013,173,3,2,21:40,2:00,1,6,108,0.004273504,MYSO,NR,0,3,0.95
7100,68,I,7/7/2013,7,7,2013,186,3,2,21:29,2:00,2,4,162,0.00410004,MYSO,NR,0,3,0.95
7101,69,J,7/7/2013,7,7,2013,186,3,2,21:21,2:00,2,4,108,0.007964956,MYSO,NR,0,3,0.95
7102,70,D,7/8/2013,7,8,2013,187,3,2,21:20,2:00,2,3,135,0.003174604,MYSO,NR,0,3,0.95
7103,71,E,7/8/2013,7,8,2013,187,3,2,21:20,2:00,2,19,108,0.025793651,MYSO,NR,0,3,0.95
7104,72,F,7/10/2013,7,10,2013,189,3,2,21:21,2:00,2,9,162,0.003982476,MYSO,NR,0,3,0.95
7105,73,H,7/11/2013,7,11,2013,190,3,2,21:18,2:00,2,4,108,0.00394011,MYSO,NR,0,3,0.95
7106,74,A,7/17/2013,7,17,2013,196,3,3,21:00,2:00,3,17,142.5,0.015438599,MYSO,NR,0,3,0.95
7107,75,C,7/19/2013,7,19,2013,198,3,3,21:00,2:00,3,13,180,0.007777777,MYSO,NR,0,3,0.95
7108,77,B,7/22/2013,7,22,2013,201,3,3,21:10,2:00,3,4,162,0.002554278,MYSO,NR,0,3,0.95
7109,79,K,7/23/2013,7,23,2013,202,3,3,21:00,2:00,2,1,90,0,MYSO,NR,0,3,0.95
7110,80,H,7/29/2013,7,29,2013,208,3,3,20:45,2:00,2,3,108,0.001763668,MYSO,NR,0,3,0.95
7111,81,E,7/31/2013,7,31,2013,210,3,3,21:06,2:10,2,32,126,0.025062656,MYSO,NR,0,3,0.95
7112,82,D,7/31/2013,7,31,2013,210,3,3,21:00,2:00,3,4,162,0.002469136,MYSO,NR,0,3,0.95
7113,83,F,8/1/2013,8,1,2013,210,3,3,21:00,2:00,2,12,180,0.002222222,MYSO,NR,0,3,0.95
7114,86,I,8/4/2013,8,4,2013,213,3,3,21:00,2:00,2,3,126,0.003174604,MYSO,NR,0,3,0.95
7115,87,J,8/4/2013,8,4,2013,213,3,3,21:00,2:00,3,0,108,0,MYSO,NR,0,3,0.95
7151,156,J,5/15/2002,5,15,2002,134,1,1,20:00,1:05,2,1,108,0,MYSO,NR,0,1,0
7152,158,B,5/22/2002,5,22,2002,141,1,1,20:00,1:15,3,6,117,0.00814001,MYSO,NR,0,1,0
7153,159,F,5/23/2002,5,23,2002,142,1,1,20:00,0:00,NA,2,108,0.002314815,MYSO,NR,0,1,0
7154,160,D1,5/27/2002,5,27,2002,146,1,1,19:45,22:40,NA,3,135,0.005079366,MYSO,NR,0,1,0
7155,161,E,5/29/2002,5,29,2002,148,1,1,19:35,0:35,NA,11,135,0.004444443,MYSO,NR,0,1,0
7156,162,H,6/3/2002,6,3,2002,152,1,1,20:00,2:10,NA,13,108,0.013513518,MYSO,NR,0,1,0
7157,163,K,6/6/2002,6,6,2002,155,1,1,20:00,0:30,NA,1,135,0.001646091,MYSO,NR,0,1,0
7158,164,G,6/7/2002,6,7,2002,156,1,1,20:20,0:30,NA,1,135,0.001777778,MYSO,NR,0,1,0
7159,167,C,6/12/2002,6,12,2002,161,1,1,20:25,0:30,NA,5,117,0.00418629,MYSO,NR,0,1,0
7160,168,K,6/22/2002,6,22,2002,171,1,2,20:00,1:20,NA,8,135,0.006944445,MYSO,NR,0,1,0
7161,169,J,6/22/2002,6,22,2002,171,1,2,20:05,0:30,2,8,108,0.016771488,MYSO,NR,0,1,0
7162,170,H,6/23/2002,6,23,2002,172,1,2,19:55,0:30,NA,7,108,0.012121212,MYSO,NR,0,1,0
7163,171,G,6/23/2002,6,23,2002,172,1,2,20:00,0:30,NA,1,135,0.001646091,MYSO,NR,0,1,0
7164,172,E,6/24/2002,6,24,2002,173,1,2,19:50,0:30,NA,19,135,0.020634926,MYSO,NR,0,1,0
7165,173,F,6/24/2002,6,24,2002,173,1,2,20:00,0:30,NA,1,108,0.002057613,MYSO,NR,0,1,0
7166,178,C,6/29/2002,6,29,2002,178,1,2,20:03,0:30,NA,4,117,0.005762028,MYSO,NR,0,1,0
7167,179,D1,6/30/2002,6,30,2002,179,1,2,20:00,0:53,NA,4,135,0.004550625,MYSO,NR,0,1,0
7168,180,A,7/7/2002,7,7,2002,186,1,2,20:15,2:00,NA,8,108,0.001610306,MYSO,NR,0,1,0
7169,181,B,7/14/2002,7,14,2002,193,1,2,20:15,0:35,NA,12,117,0.011834322,MYSO,NR,0,1,0
7170,182,K,7/15/2002,7,15,2002,194,1,3,20:20,0:30,NA,2,135,0.001777778,MYSO,NR,0,1,0
7171,183,G,7/16/2002,7,16,2002,195,1,3,20:00,0:30,NA,3,135,0.001646091,MYSO,NR,0,1,0
7172,184,H,7/18/2002,7,18,2002,197,1,3,20:05,1:00,NA,2,108,0.003766478,MYSO,NR,0,1,0
7173,185,F,7/18/2002,7,18,2002,197,1,3,20:20,1:00,NA,4,108,0.001984127,MYSO,NR,0,1,0
7174,186,C,7/19/2002,7,19,2002,198,1,3,20:20,0:30,NA,8,117,0.012307692,MYSO,NR,0,1,0
7175,187,D1,7/19/2002,7,19,2002,198,1,3,20:15,1:20,NA,7,135,0.004371585,MYSO,NR,0,1,0
7176,188,A,7/30/2002,7,30,2002,209,1,3,20:30,2:00,NA,3,108,0,MYSO,NR,0,1,0
7177,189,B,7/30/2002,7,30,2002,209,1,3,20:15,2:00,NA,12,117,0.01486436,MYSO,NR,0,1,0
7178,190,E,7/30/2002,7,30,2002,209,1,3,20:00,2:00,NA,15,135,0.009876544,MYSO,NR,0,1,0
7179,192,K,5/15/2003,5,15,2003,134,1,1,19:45,0:30,2,2,135,0.001559454,MYSO,NR,0,1,0
7180,193,E,5/18/2003,5,18,2003,137,1,1,19:30,1:00,NA,13,135,0.009427607,MYSO,NR,0,1,0
7181,194,A,5/19/2003,5,19,2003,138,1,1,19:45,1:35,NA,4,108,0,MYSO,NR,0,1,0
7182,195,B,5/19/2003,5,19,2003,138,1,1,19:58,0:30,2,5,117,0.00754148,MYSO,NR,0,1,0
7183,198,H,5/27/2003,5,27,2003,146,1,1,20:10,1:00,NA,4,108,0.005747127,MYSO,NR,0,1,0
7184,199,J,5/27/2003,5,27,2003,146,1,1,20:00,0:40,NA,1,108,0.001984127,MYSO,NR,0,1,0
7185,201,C,6/3/2003,6,3,2003,152,1,1,20:20,0:30,NA,1,117,0.002051282,MYSO,NR,0,1,0
7186,202,F,6/3/2003,6,3,2003,152,1,1,20:10,0:30,NA,0,135,0,MYSO,NR,0,1,0
7187,203,D1,6/3/2003,6,3,2003,152,1,1,20:10,0:30,NA,1,135,0,MYSO,NR,0,1,0
7188,211,I,6/7/2003,6,7,2003,156,1,1,20:00,0:30,NA,8,108,0.014403291,MYSO,NR,0,1,0
7189,217,A,6/28/2003,6,28,2003,177,1,2,20:15,1:30,NA,11,108,0.003527336,MYSO,NR,0,1,0
7190,218,E,6/28/2003,6,28,2003,177,1,2,19:55,1:00,NA,14,135,0.013114755,MYSO,NR,0,1,0
7191,221,I,7/7/2003,7,7,2003,186,1,2,20:10,0:30,NA,4,108,0.008547008,MYSO,NR,0,1,0
7192,222,J,7/7/2003,7,7,2003,186,1,2,20:03,0:30,NA,9,108,0.018726588,MYSO,NR,0,1,0
7193,225,K,7/10/2003,7,10,2003,189,1,2,20:20,0:30,NA,3,135,0.005333334,MYSO,NR,0,1,0
7194,226,H,7/10/2003,7,10,2003,189,1,2,20:31,0:30,NA,3,108,0.004649,MYSO,NR,0,1,0
7195,227,F,7/12/2003,7,12,2003,191,1,2,20:23,0:30,NA,1,135,0,MYSO,NR,0,1,0
7196,229,C,7/14/2003,7,14,2003,193,1,2,20:10,0:45,NA,1,117,0.001864802,MYSO,NR,0,1,0
7197,230,B,7/15/2003,7,15,2003,194,1,3,20:45,1:00,NA,5,117,0.010055305,MYSO,NR,0,1,0
7198,232,K,7/17/2003,7,17,2003,196,1,3,20:15,0:30,NA,2,135,0.003485838,MYSO,NR,0,1,0
7199,233,J,7/18/2003,7,18,2003,197,1,3,20:15,0:45,NA,12,108,0.02057613,MYSO,NR,0,1,0
7200,234,I,7/25/2003,7,25,2003,204,1,3,20:00,1:30,NA,9,108,0.010101012,MYSO,NR,0,1,0
7201,238,H,7/28/2003,7,28,2003,207,1,3,20:00,0:45,NA,2,108,0.001949318,MYSO,NR,0,1,0
7202,239,F,7/28/2003,7,28,2003,207,1,3,20:22,0:30,NA,2,135,0,MYSO,NR,0,1,0
7203,241,D,7/29/2003,7,29,2003,208,1,3,20:07,0:50,NA,10,108,0.003926188,MYSO,NR,0,1,0
7204,243,C,7/30/2003,7,30,2003,209,1,3,20:00,2:00,NA,7,117,0.005698004,MYSO,NR,0,1,0
7205,245,A,8/4/2003,8,4,2003,213,1,3,19:40,0:30,NA,2,108,0,MYSO,NR,0,1,0
7206,247,E,8/11/2003,8,11,2003,220,1,3,19:45,1:12,NA,18,135,0.006795785,MYSO,NR,0,1,0
7207,249,K,5/16/2004,5,16,2004,135,1,1,19:35,0:30,2,5,135,0.006026364,MYSO,NR,0,1,0
7208,250,J,5/16/2004,5,16,2004,135,1,1,19:45,0:35,NA,4,108,0.003831418,MYSO,NR,0,1,0
7209,251,H,5/19/2004,5,19,2004,138,1,1,20:12,0:30,NA,12,108,0.023686476,MYSO,NR,0,1,0
7210,252,I,5/19/2004,5,19,2004,138,1,1,20:01,0:30,NA,1,108,0.002065262,MYSO,NR,0,1,0
7211,254,E,5/20/2004,5,20,2004,139,1,1,20:00,0:30,NA,22,135,0.021399183,MYSO,NR,0,1,0
7212,255,F,5/21/2004,5,21,2004,140,1,1,20:00,0:30,NA,4,135,0.004938273,MYSO,NR,0,1,0
7213,258,D,5/28/2004,5,28,2004,147,1,1,19:55,0:40,NA,7,108,0.003898636,MYSO,NR,0,1,0
7214,259,C,5/28/2004,5,28,2004,147,1,1,20:17,0:30,NA,5,117,0.002026959,MYSO,NR,0,1,0
7215,260,B,6/1/2004,6,1,2004,150,1,1,20:08,1:01,NA,8,117,0.007000964,MYSO,NR,0,1,0
7216,261,A,6/2/2004,6,2,2004,151,1,1,20:04,0:40,NA,7,108,0,MYSO,NR,0,1,0
7217,262,K,6/15/2004,6,15,2004,164,1,2,19:56,0:36,NA,4,135,0.006349208,MYSO,NR,0,1,0
7218,263,J,6/15/2004,6,15,2004,164,1,2,20:10,0:30,NA,8,108,0.017094016,MYSO,NR,0,1,0
7219,264,H,6/17/2004,6,17,2004,166,1,2,20:05,0:32,NA,2,108,0.004161464,MYSO,NR,0,1,0
7220,265,I,6/17/2004,6,17,2004,166,1,2,20:30,0:30,NA,1,108,0,MYSO,NR,0,1,0
7221,266,F,6/19/2004,6,19,2004,168,1,2,20:06,0:30,NA,2,135,0,MYSO,NR,0,1,0
7222,267,E,6/20/2004,6,20,2004,169,1,2,20:20,2:00,NA,9,135,0.00522876,MYSO,NR,0,1,0
7223,269,D,6/22/2004,6,22,2004,171,1,2,20:03,0:45,NA,2,108,0.001970055,MYSO,NR,0,1,0
7224,270,C,6/23/2004,6,23,2004,172,1,2,20:15,0:30,NA,3,117,0.002011061,MYSO,NR,0,1,0
7225,271,B,6/26/2004,6,26,2004,175,1,2,20:16,0:47,NA,1,117,0,MYSO,NR,0,1,0
7226,272,A,7/6/2004,7,6,2004,185,1,2,20:08,2:00,NA,11,108,0.003156566,MYSO,NR,0,1,0
7227,273,K,7/18/2004,7,18,2004,197,1,3,20:05,0:35,NA,9,135,0.008230455,MYSO,NR,0,1,0
7228,274,J,7/20/2004,7,20,2004,199,1,3,20:05,0:30,NA,7,108,0.012578616,MYSO,NR,0,1,0
7229,277,F,7/25/2004,7,25,2004,204,1,3,20:15,0:30,2,0,108,0,MYSO,NR,0,1,0
7230,278,B,7/26/2004,7,26,2004,205,1,3,20:20,0:30,NA,0,117,0,MYSO,NR,0,1,0
7231,279,C,7/26/2004,7,26,2004,205,1,3,20:17,0:32,NA,0,117,0,MYSO,NR,0,1,0
7232,280,D,7/27/2004,7,27,2004,206,1,3,20:03,0:30,NA,4,108,0.002080732,MYSO,NR,0,1,0
7233,281,A,8/1/2004,8,1,2004,210,1,3,20:10,1:00,NA,5,108,0,MYSO,NR,0,1,0
7234,282,E,8/5/2004,8,5,2004,214,1,3,20:00,1:00,NA,11,135,0.004444443,MYSO,NR,0,1,0
7235,283,J,5/17/2005,5,17,2005,136,1,1,19:45,1:35,NA,9,108,0.006349208,MYSO,NR,0,1,0
7236,284,K,5/18/2005,5,18,2005,137,1,1,19:45,1:30,NA,2,135,0.001288245,MYSO,NR,0,1,0
7237,287,H,5/22/2005,5,22,2005,141,1,1,20:10,0:00,NA,3,108,0.004830918,MYSO,NR,0,1,0
7238,288,I,5/19/2005,5,19,2005,138,1,1,20:00,2:00,NA,5,108,0.00617284,MYSO,NR,0,1,0
7239,289,D,5/23/2005,5,23,2005,142,1,1,20:00,0:00,NA,1,108,0.002314815,MYSO,NR,0,1,0
7240,290,F,5/23/2005,5,23,2005,142,1,1,20:00,0:00,NA,0,135,0,MYSO,NR,0,1,0
7241,292,B,5/24/2005,5,24,2005,143,1,1,20:00,0:00,NA,0,117,0,MYSO,NR,0,1,0
7242,293,C,5/25/2005,5,25,2005,144,1,1,20:00,1:35,NA,3,117,0.001530808,MYSO,NR,0,1,0
7243,294,A,6/5/2005,6,5,2005,154,1,1,19:58,2:00,NA,2,108,0,MYSO,NR,0,1,0
7244,296,K,6/16/2005,6,16,2005,165,1,2,20:02,0:15,NA,7,135,0,MYSO,NR,0,1,0
7245,297,J,6/25/2005,6,25,2005,174,1,2,20:05,2:00,NA,5,108,0.004694835,MYSO,NR,0,1,0
7246,298,I,6/26/2005,6,26,2005,175,1,2,20:03,2:00,NA,12,108,0.018674136,MYSO,NR,0,1,0
7247,299,A,6/27/2005,6,27,2005,176,1,2,20:03,0:20,NA,8,108,0,MYSO,NR,0,1,0
7248,300,H,7/6/2005,7,6,2005,185,1,2,20:07,1:45,2,7,108,0.011505585,MYSO,NR,0,1,0
7249,301,F,7/7/2005,7,7,2005,186,1,2,20:00,0:00,NA,6,135,0.003703704,MYSO,NR,0,1,0
7250,302,D,7/8/2005,7,8,2005,187,1,2,20:00,0:30,NA,0,108,0,MYSO,NR,0,1,0
7251,303,C,7/9/2005,7,9,2005,188,1,2,20:01,2:00,NA,12,117,0.007142345,MYSO,NR,0,1,0
7252,304,B,7/13/2005,7,13,2005,192,1,2,20:04,1:00,NA,5,117,0.00866251,MYSO,NR,0,1,0
7253,305,E,7/13/2005,7,13,2005,192,1,2,20:00,0:00,NA,2,135,0,MYSO,NR,0,1,0
7254,307,A,7/15/2005,7,15,2005,194,1,3,19:55,1:45,NA,5,108,0.001587302,MYSO,NR,0,1,0
7255,308,D,7/15/2005,7,15,2005,194,1,3,20:30,0:50,NA,3,108,0.006410256,MYSO,NR,0,1,0
7256,310,F,7/15/2005,7,15,2005,194,1,3,20:30,1:00,NA,1,135,0,MYSO,NR,0,1,0
7257,311,K,7/22/2005,7,22,2005,201,1,3,20:30,1:25,NA,2,135,0.003013182,MYSO,NR,0,1,0
7258,312,I,7/23/2005,7,23,2005,202,1,3,20:01,2:10,NA,14,108,0.016561281,MYSO,NR,0,1,0
7259,313,J,7/23/2005,7,23,2005,202,1,3,20:00,1:42,NA,8,108,0.008122155,MYSO,NR,0,1,0
7260,314,B,7/24/2005,7,24,2005,203,1,3,20:15,1:00,NA,18,117,0.02699055,MYSO,NR,0,1,0
7261,315,C,7/24/2005,7,24,2005,203,1,3,20:00,2:00,NA,15,117,0.011396008,MYSO,NR,0,1,0
7262,318,H,7/25/2005,7,25,2005,204,1,3,19:58,1:00,NA,7,108,0.011037528,MYSO,NR,0,1,0
7263,321,E,7/27/2005,7,27,2005,206,1,3,20:00,2:00,NA,14,135,0.00617284,MYSO,NR,0,1,0
7264,322,D,5/21/2006,5,21,2006,140,1,1,21:15,2:00,NA,1,108,0,MYSO,NR,0,1,0
7265,323,F,5/23/2006,5,23,2006,142,1,1,21:15,2:00,NA,1,135,0,MYSO,NR,0,1,0
7266,324,K,5/26/2006,5,26,2006,145,1,1,21:18,2:00,NA,3,135,0.003152088,MYSO,NR,0,1,0
7267,326,I,5/28/2006,5,28,2006,147,1,1,21:15,2:00,NA,9,108,0.013645226,MYSO,NR,0,1,0
7268,328,J,5/29/2006,5,29,2006,148,1,1,21:17,2:00,NA,2,108,0.001963094,MYSO,NR,0,1,0
7269,329,H,5/30/2006,5,30,2006,149,1,1,21:26,2:00,NA,1,108,0.002027575,MYSO,NR,0,1,0
7270,330,A,6/2/2006,6,2,2006,151,1,1,21:15,2:00,NA,5,108,0,MYSO,NR,0,1,0
7271,332,E,6/11/2006,6,11,2006,160,1,1,21:10,3:00,2,6,135,0.001269841,MYSO,NR,0,1,0
7272,333,B,6/12/2006,6,12,2006,161,1,1,21:30,2:00,NA,1,117,0.001899335,MYSO,NR,0,1,0
7273,335,C,6/12/2006,6,12,2006,161,1,1,21:33,2:30,NA,7,117,0.006906672,MYSO,NR,0,1,0
7274,337,A,6/26/2006,6,26,2006,175,1,2,21:15,3:00,NA,5,108,0,MYSO,NR,0,1,0
7275,338,I,7/5/2006,7,5,2006,184,1,2,21:40,1:30,NA,1,108,0.002415459,MYSO,NR,0,1,0
7276,339,K,7/6/2006,7,6,2006,185,1,2,21:30,2:00,NA,8,135,0.013168728,MYSO,NR,0,1,0
7277,340,J,7/6/2006,7,6,2006,185,1,2,21:20,2:00,NA,3,108,0.005952381,MYSO,NR,0,1,0
7278,341,B,7/7/2006,7,7,2006,186,1,2,21:18,2:00,NA,1,117,0,MYSO,NR,0,1,0
7279,342,C,7/7/2006,7,7,2006,186,1,2,21:00,1:38,NA,10,117,0.014757424,MYSO,NR,0,1,0
7280,343,H,7/9/2006,7,9,2006,188,1,2,21:06,2:00,NA,4,108,0.005668935,MYSO,NR,0,1,0
7281,345,F,7/10/2006,7,10,2006,189,1,2,21:00,2:00,NA,2,135,0,MYSO,NR,0,1,0
7282,346,D,7/14/2006,7,14,2006,193,1,2,21:00,2:00,NA,8,108,0.001851852,MYSO,NR,0,1,0
7283,348,E,7/15/2006,7,15,2006,194,1,3,21:10,3:00,2,29,135,0.031746025,MYSO,NR,0,1,0
7284,349,H,7/16/2006,7,16,2006,195,1,3,21:10,2:00,NA,7,108,0.009578545,MYSO,NR,0,1,0
7285,351,I,7/17/2006,7,17,2006,196,1,3,21:16,1:20,NA,10,108,0.018214936,MYSO,NR,0,1,0
7286,352,K,7/18/2006,7,18,2006,197,1,3,21:30,2:00,2,3,135,0.001646091,MYSO,NR,0,1,0
7287,354,J,7/18/2006,7,18,2006,197,1,3,21:15,2:00,NA,5,108,0.007797272,MYSO,NR,0,1,0
7288,356,C,7/24/2006,7,24,2006,203,1,3,21:33,2:30,NA,0,117,0,MYSO,NR,0,1,0
7289,357,B,7/25/2006,7,25,2006,204,1,3,21:09,2:00,2,7,117,0.01233589,MYSO,NR,0,1,0
7290,358,A,7/26/2006,7,26,2006,205,1,3,20:00,1:30,NA,2,108,0,MYSO,NR,0,1,0
7291,359,F,7/30/2006,7,30,2006,209,1,3,21:05,1:30,NA,4,135,0.001677149,MYSO,NR,0,1,0
7292,360,D,7/31/2006,7,31,2006,210,1,3,21:05,1:20,NA,1,108,0,MYSO,NR,0,1,0
7293,361,E,8/1/2006,8,1,2006,210,1,3,21:00,2:00,NA,14,135,0.010370367,MYSO,NR,0,1,0
7294,363,H,5/16/2007,5,16,2007,135,1,1,21:10,1:15,NA,1,108,0.002267574,MYSO,NR,0,1,0
7295,364,I,5/16/2007,5,16,2007,135,1,1,21:00,1:15,NA,0,108,0,MYSO,NR,0,1,0
7296,365,K,5/18/2007,5,18,2007,137,1,1,21:13,1:15,NA,0,135,0,MYSO,NR,0,1,0
7297,366,J,5/18/2007,5,18,2007,137,1,1,20:59,1:15,NA,5,108,0.006510417,MYSO,NR,0,1,0
7298,367,A,5/19/2007,5,19,2007,138,1,1,20:45,1:56,NA,3,108,0,MYSO,NR,0,1,0
7299,369,C,5/26/2007,5,26,2007,145,1,1,21:00,1:15,NA,1,117,0.002011061,MYSO,NR,0,1,0
7300,370,B,5/26/2007,5,26,2007,145,1,1,21:00,1:30,2,1,117,0.001899335,MYSO,NR,0,1,0
7301,372,F,5/27/2007,5,27,2007,146,1,1,21:13,1:15,NA,1,135,0,MYSO,NR,0,1,0
7302,373,E,6/5/2007,6,5,2007,154,1,1,21:10,1:15,NA,9,135,0.009070295,MYSO,NR,0,1,0
7303,374,D,6/11/2007,6,11,2007,160,1,1,20:45,1:20,NA,0,108,0,MYSO,NR,0,1,0
7304,376,J,6/22/2007,6,22,2007,171,1,2,21:20,1:15,NA,4,108,0.009456264,MYSO,NR,0,1,0
7305,377,I,6/22/2007,6,22,2007,171,1,2,21:21,1:25,NA,4,108,0.006830601,MYSO,NR,0,1,0
7306,378,K,6/25/2007,6,25,2007,174,1,2,21:30,1:30,NA,4,135,0.007407408,MYSO,NR,0,1,0
7307,379,E,6/27/2007,6,27,2007,176,1,2,21:00,1:55,2,15,135,0.013559319,MYSO,NR,0,1,0
7308,381,B,7/1/2007,7,1,2007,180,1,2,21:05,1:20,2,8,117,0.008044244,MYSO,NR,0,1,0
7309,383,C,7/7/2007,7,7,2007,186,1,2,21:00,1:30,NA,12,117,0.005698005,MYSO,NR,0,1,0
7310,384,A,7/8/2007,7,8,2007,187,1,2,20:50,1:30,NA,9,108,0,MYSO,NR,0,1,0
7311,386,F,7/9/2007,7,9,2007,188,1,2,21:10,2:10,NA,6,135,0.002962962,MYSO,NR,0,1,0
7312,387,J,7/15/2007,7,15,2007,194,1,3,21:00,1:15,NA,9,108,0.017429192,MYSO,NR,0,1,0
